 Num,dimension0,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,dimension9,dimension10,dimension11,dimension12,dimension13,dimension14,dimension15,dimension16,dimension17,dimension18,dimension19,dimension20,dimension21,dimension22,dimension23,dimension24,dimension25,dimension26,dimension27,dimension28,dimension29,dimension30,dimension31,dimension32,dimension33,dimension34,dimension35,dimension36,dimension37,dimension38,dimension39,dimension40,dimension41,dimension42,dimension43,dimension44,dimension45,dimension46,dimension47,dimension48,dimension49
ice extent,-1.42187052755438E-16,1.1568855656010637E-15,-8.143440294175085E-16,2.5852191410079635E-16,-9.436049864679067E-16,-1.990618738576132E-15,1.2926095705039817E-17,-1.0340876564031856E-16,1.2926095705039817E-15,1.1698116613061035E-15,-7.75565742302389E-16,7.173983116297099E-16,-8.208070772700285E-16,-1.0841762772602148E-15,-3.7485677544615476E-16,5.4935906746419225E-17,2.401022277211146E-15,4.459503018238738E-16,1.4218705275543798E-16,6.721569766620705E-15,3.790577565502927E-15,-9.542690154245646E-15,4.714793408413274E-15,-5.170438282015926E-17,-1.2085899484212229E-15,9.048266993527873E-16,1.5595334468130542E-14,-2.0681753128063708E-15,-2.201314098568281E-14,1.9414995748969805E-14,3.855208044028125E-14,-2.802054396460007E-14,-5.299699239066326E-16,14.893618151080119,4.094987119356614E-14,-6.824978532261024E-15,-6.41134346969975E-15,-5.428960196116724E-15,-1.2926095705039817E-16,8.169292485585165E-15,-7.75565742302389E-16,-2.068175312806371E-16,7.445431126102934E-15,-1.861357781525734E-15,-1.6545402502450967E-15,-3.1022629692095562E-16,9.565310821729465E-16,1.0470137521082254E-15,-3.5223610796233505E-14,-5.578075636170063E-12
smmr,0.0,6.132373231155506E-17,1.226474646231101E-16,-1.226474646231101E-16,-9.198559846733258E-17,-6.132373231155506E-17,1.379783977009989E-16,0.0,0.0,4.21600659641941E-17,2.7595679540199774E-16,-3.6794239386933033E-16,-4.599279923366629E-17,-3.066186615577753E-17,-1.226474646231101E-16,-1.5330933077888764E-17,-1.8397119693466517E-16,-3.0661866155777525E-16,1.226474646231101E-16,-5.21251724648218E-16,-1.3797839770099887E-16,3.986042600251078E-16,-1.5330933077888763E-16,-3.2194959463566406E-16,1.5330933077888765E-16,4.905898584924404E-16,-4.59927992336663E-17,-7.05222921582883E-16,4.905898584924404E-16,-5.519135908039955E-16,-1.226474646231101E-16,7.665466538944383E-17,-3.5261146079144157E-16,-6.285682561934394E-16,7.742121204333825E-16,-1.044419815931172E-15,3.2769869453987234E-16,6.611464889839529E-16,-1.7592245706877356E-15,1.2418055793089898E-15,-1.7515591041487912E-15,1.9010357016582067E-15,-2.2843090286054257E-15,1.4181113097047106E-16,-1.103827181607991E-15,2.192323430138093E-15,-1.805217369921402E-15,-2.146330630904427E-15,-1.0080088498711862E-14,-2.2805682809344208E-12
seasat,-0.027977309937019145,-8.326567664356512E-6,-1.394777594545281E-4,0.03231868135582785,-2.137811149504594E-4,-6.746390428103212E-4,-0.00554024745131383,0.10605351533642964,-0.00275512997875915,-0.001969920722626937,-0.001278656746021297,0.010301129455781316,-0.008793440251456073,-0.04283751785751477,0.017310057767900094,-0.011688137925685071,-0.006633932804788005,-0.26295860266448345,-0.009070731469768783,0.009737782551367435,-2.9440535144174084E-14,4.65077504655179E-4,-0.0014850333636263137,0.16395914981583493,3.404365660940406E-4,0.006813820884512095,0.0016547043802414957,-0.0014762310113927391,-0.5013080057092134,-22.87147048668376,-0.04572102243058511,-0.5602542276152532,6.393860823598127E-14,2.7247085605353237E-14,-7.897743843941505E-5,-1.9351900639568627E-4,-0.0013291443900845814,0.007300801284980299,0.0020556318950688476,6.877290650470054E-4,0.03002982672969997,0.009658585615459193,-0.0047206718358145106,0.030135893201244074,7.31243951984596E-5,-0.008218515897090474,-0.0010074228964456673,4.1752035615146227E-4,2.5880296146829916E-4,-0.008941876275899074
qscat byu l3 ow sigma0 daily browse,-1.1662704802066707E-4,-3.95691786809294E-8,-6.424533711081913E-7,-1.0070394131023102E-4,8.176602737402123E-7,7.989841211910487E-6,-3.3724453429757833E-6,-4.908753140091514E-4,1.2141539967714672E-5,2.4793896756101503E-6,7.449271919641031E-6,-5.567330863356285E-5,4.691494493026322E-5,2.4751403279057484E-4,-1.0198084305041856E-4,9.451276251015547E-5,4.14790989905809E-5,0.0029375486592304826,1.3512011206482857E-4,-1.4512802390837562E-4,-1.8902534190824362E-16,-1.3074196684755013E-5,8.024701596182303E-6,-0.0015291754959526089,-1.4433773993072273E-5,-4.500225420189801E-5,1.2343439501724744E-4,-2.145807776577883E-5,0.0026357545987088743,-2.596548147370779E-4,3.438394069259516E-4,-0.0020620273068736226,4.0296768251551087E-16,2.8720228796173543E-15,8.578375485655883E-5,0.002718857690498945,-0.0038487632028723602,0.0013995323447257776,-0.005783840424544513,1.2814874543131693E-4,0.0033024773207717575,0.0011212182938396876,-0.0010692799342784795,0.008978947498620084,-0.0011225829098897128,-0.009279639577296321,0.029615056394313173,-13.839363560957059,0.015926155919975607,-0.08498174857648619
nscat,-0.27801929093299366,-8.259208976282026E-5,-0.0013828033213126385,0.31900426904209656,-0.00210597713538661,-0.0066336586668437406,-0.05415006924684007,1.0279743485062725,-0.0266099463598743,-0.01794939416583536,-0.01163869774689549,0.09261718274039993,-0.07764265700007351,-0.3776972814327719,0.15227958947512885,-0.10152236095316565,-0.052650619831603525,-1.9620642305329083,-0.06401374051429676,0.0573593025265183,-3.481048348609803E-18,0.002223772372974165,-0.00675536052355701,0.6401567232845106,0.0010860524924094263,0.015322626119701066,0.0024178219237533244,-0.0019161771570716175,-0.3940410519199727,0.03142681388547397,0.04362755292477398,0.6010749217657773,6.6139918623586914E-15,5.291193489886953E-16,3.6506675689125116E-4,0.0013844497296784971,0.011285800620327347,-0.0649549976406335,-0.01881572674797554,-0.006631304380445529,-0.5200674766040887,-0.16852269169953826,0.1274968020958091,-0.8579291655986296,-0.0032426926425193547,0.36889053018278584,0.06584517340460058,-0.04259713342660188,-0.03233351884495271,1.4714207775615369
data modi,-9.67432795912573E-4,1.2737304663171717E-4,0.0021821456686453816,8.33701980816969E-4,-0.0042489500711817545,-0.1057880489831783,-0.0013061436513648723,3.5279980953577755E-4,0.007461040595104966,0.008444360814493942,-0.007895919549306291,-0.0763244095361631,0.02832916393379319,0.08602479163275022,0.09492378646550184,0.09147707626996777,-0.11579111240212023,-0.019547984219793414,-0.0063039838168851975,0.048289891277180516,2.068175312806371E-16,0.0013159910412653972,-0.010075641846209876,1.86605713993497E-5,3.9020803012730453E-4,-0.013875961883413643,0.0013241607208324257,0.006623388315855336,0.005615367343518886,-1.394188164929356E-4,0.0032111055281875333,0.0020265369091514375,8.401962208275881E-17,-1.3249248097665812E-16,0.05210340712773872,-9.03387498291439E-4,-0.005335644583888713,0.006618770376863303,0.007054556811117661,0.008610793515136926,0.003610272106060228,-0.016172129354091902,0.08043197821945854,-0.009723347817735666,-0.051256381093255025,0.07902392713888817,0.018577420545582358,-1.463010005707086E-4,-0.058233110604974395,0.0026039586577894453
amsr,-3.0661866155777525E-16,1.226474646231101E-16,-2.452949292462202E-16,1.5330933077888763E-16,-1.8397119693466517E-16,2.452949292462202E-16,-1.2264746462311009E-16,7.358847877386607E-16,0.0,-2.5296039578516465E-16,-6.745610554271056E-16,9.811797169848809E-16,6.132373231155506E-17,7.358847877386607E-16,2.452949292462202E-16,-1.8397119693466517E-16,7.972085200502158E-16,4.292661261808854E-16,-3.066186615577753E-16,4.905898584924404E-16,5.519135908039955E-16,-8.585322523617707E-16,5.519135908039955E-16,4.905898584924404E-16,-4.905898584924403E-16,-1.226474646231101E-15,1.839711969346652E-16,1.6557407724119864E-15,-1.103827181607991E-15,1.2877983785426562E-15,3.6794239386933033E-16,-1.8397119693466517E-16,1.0731653154522134E-15,1.3184602446984337E-15,-1.809050103190874E-15,2.1769924970602048E-15,-7.703793871639103E-16,-1.3692439605189403E-15,3.591271073495443E-15,-2.4606147590011466E-15,3.748413137543803E-15,-4.1623483306467995E-15,4.798582053379183E-15,-3.142841280967197E-16,2.468280225540091E-15,-4.875236718768627E-15,4.0933591317962995E-15,5.0592079157032916E-15,2.3701622538416028E-14,5.3739213099261925E-12
mtsat2 ospo l2p v1.0,-0.020235514844392722,0.002843215029613609,0.04975258804579196,0.024067543095908323,-0.1536257154702702,-4.022906030212068,-0.07916090979373454,-0.48489429341003915,-18.74065214851117,0.16919428347663187,0.13970049900976902,-0.8171993763462253,0.24765265244996165,1.2871613832479973,0.24308794034377315,2.459306608596625,-1.785206533516564,-1.0787758110435612,-0.509800701018319,-27.811492487330746,-2.0064014062338643E-14,-0.09407250705852797,0.4672971504386043,-0.03308631912060558,-0.020169863705862157,0.4858481646312444,-0.06085447212820942,-0.26406335853832624,-0.04551344456418113,0.0028573421093928022,-0.23535095154523858,-0.1845884160741244,1.8026972665005583E-14,1.2510658836801781E-14,0.7164700937750778,0.915909298777848,-6.247655295183703,-0.40652499434137124,4.496270046751282,-1.1663708390876488,0.48776830279388067,-2.216150982739893,1.7043742395878414,-0.22602954694312122,-0.4865280638352615,0.9062233838107305,0.10752070316994206,-8.542769602310066E-4,-0.535390869764858,-0.06541741560004082
avhrr pathfinder l3 sst,-7.914077782704093E-5,2.453751590915061,-0.14242901668489924,-3.518227336507631E-5,2.0245556835273385E-6,9.30556354832562E-5,6.834002126821229E-4,1.2839817902322527E-5,-1.1734627422516046E-5,6.933092965520164E-4,-1.304811116734953E-5,-4.3292838826747656E-4,1.4044489769504307E-4,9.061748802352753E-4,-1.1343617863040478E-4,0.002255287224358968,4.366793488709511E-4,-0.002069161409692828,0.03208629622339472,0.0016197574288131253,1.3181446098386574E-16,-0.029897347893625366,-1.5215617053014144E-4,7.827988386394967E-4,-0.00204136196723023,0.005779352736169394,-1.308504004206587,0.023129911717181893,2.555324817620719E-4,-1.3038921219661603E-4,0.035020215122631586,-0.001062586110395571,-4.613506134435302E-16,1.7575261464515434E-15,0.008457031140811415,0.4453758299910421,0.11087955796828503,-0.0016563761427948046,0.058717506815700315,5.165639692866187E-4,2.3479888742136695E-4,-3.023040828313837E-4,-0.010092978832159228,0.0011100113130913362,0.013310311853268203,-0.017761097701483517,0.15851854164608614,7.371680806567948E-4,9.938010356138273E-4,-0.050896281653375945
grace level1b,-1.103827181607991E-15,-7.358847877386607E-16,-1.8397119693466514E-16,3.6794239386933033E-16,-3.6794239386933033E-16,1.8397119693466517E-16,3.679423938693303E-16,-1.103827181607991E-15,-3.6794239386933033E-16,1.1038271816079911E-15,2.4376183593843136E-15,1.287798378542656E-15,-1.1038271816079911E-15,-1.103827181607991E-15,-1.0348379827574915E-16,-1.6557407724119864E-15,-2.069675965514983E-15,-1.103827181607991E-15,6.898919885049943E-17,-1.8397119693466513E-15,7.358847877386607E-16,-2.7595679540199776E-15,7.358847877386607E-16,2.207654363215982E-15,-4.599279923366629E-16,-1.3194184280158018E-15,-5.519135908039955E-16,2.391625560150647E-15,-2.207654363215982E-15,3.587438340225971E-15,3.2194959463566407E-15,6.898919885049944E-16,2.2536471624496486E-15,4.139351931029966E-15,-2.759567954019977E-15,1.0486358225275915E-14,9.198559846733258E-17,-3.2194959463566407E-15,1.536159494404454E-14,-4.139351931029966E-15,9.014588649798593E-15,-8.600653456695597E-15,2.3180370813767808E-14,5.657114305740954E-15,2.4514161991544133E-14,-4.871787258826103E-14,2.824820237932742E-14,3.730016017850336E-14,-4.6314748828301954E-14,-7.524421954627806E-14
topex poseidon,-0.17311504200553016,1.528026807237484,26.22734198840681,-0.07235867217840224,0.025660709989962987,0.626672543855109,5.3703386168409715,0.28688971687484627,-0.11448121406168256,-62.279638796757006,6.641895293648055,-3.039300905512313,0.2957888661761141,1.775588102380371,-0.19529416544826692,2.4273081367963067,0.09644285484579548,-0.05386710440365792,-1.9072345349234199,0.09924439861754748,-8.765291887552296E-15,0.3650828798535528,-0.0029989123582792325,0.013524431954681606,0.12256380109220374,0.025378546719226305,-0.6035054147249758,-0.009169964172797394,5.014615588152461E-4,0.001353845869617977,-2.4123168191522364,0.15115836492627607,1.09891188032704E-13,1.2732378513317284E-14,-0.07667868593342371,-1.7080211937054313,-0.4980973425282564,0.009490653769223707,-0.3445981393564027,-0.0030439656816899454,-0.005112835278334747,0.011514161289541809,-0.04794549352832015,-4.691505055772883E-4,0.07398047582008134,-0.10126030854230657,1.0754488430941462,0.003410133924887783,0.01717008853911065,-0.1663669122263543
modi aqua,-0.9982629823417815,1.1959390514885511E-4,0.002752983913354849,0.3389506267451571,-0.03426420291824147,-0.8288466862809779,-0.12411557749190004,1.874429593758777,0.10533203328776092,-0.0650766543096124,0.026355563911014276,0.35136527265514683,-0.025785841610226505,-0.023044337032878833,-0.6969491792710123,-1.0745996841403975,-0.09973173613904489,1.1461304905683012,0.08756138734324201,-0.09756458084519072,2.067712752970007E-16,-0.008134845745636138,0.009309044300482254,-0.12032366397812175,-0.0028336857448997754,-0.037331325446055115,-0.009508518257516503,0.03233703470697707,0.031278224388918585,-0.0031805488534234864,-0.03267751887864973,-0.02758453967799018,1.2459796444142864E-15,4.654436304427769E-16,-0.3077460950964408,0.03739696787162026,-0.13624034256991055,-0.021866487601777635,0.07166279217901336,-0.08373350100663833,0.010923637074757972,0.05340404854038245,-0.1991958444269786,0.04692327358473614,0.3408234043231768,-0.36866379686782946,-0.08166920527403206,3.372952484007324E-4,-0.682154522968479,-0.15717582618006826
cmc,-4.2160084397859676E-4,7.316499006895937E-5,0.0013639915405864774,9.645148927276009E-4,-0.007031074230439259,-0.20709830986643443,-0.0034947399020813005,-0.012181518521179917,0.08101727318527252,-0.021383283957917654,0.07610059256651984,0.2994852691090227,-0.1543215730231403,-0.35043513145190414,-0.6639631847161317,-0.1261524678790451,0.4073904571786849,0.04041201821782234,0.013960981378660175,-0.12506467587534292,-7.542376843890734E-15,-0.0026955796509374897,0.03057719163630978,0.01110029011565073,-0.001437022320980351,0.14057429471586033,-0.00528877057272189,-0.07949136742330999,-0.04311840930959596,0.0019400361846525183,-0.023441359735581833,-0.04887555821033481,-7.096426542066861E-15,-4.963620750735289E-15,-0.593150872259705,0.2381454557967554,-1.576424795024041,-1.5787252923262682,1.0466854843693965,14.64336832591456,0.034015869046889496,-0.1909507909137055,0.20510844832346198,-0.022424718937791743,-0.1945079297306283,0.25147258080807866,0.03542368103597773,-1.5552078238536459E-4,-0.07066221232106759,-3.009773770455973E-5
aquarius scatterometer,-0.07863277914666164,-1.4335848227708676E-5,-1.999644947861017E-4,0.1517362866672169,-5.39934953592603,0.23792101979748662,-0.007809596611195251,0.2123631275505992,-0.005841457410657926,0.002651243864179984,0.019899981094354414,0.06726690928078122,-6.592946173360825,1.554012357138116,0.7013427147588835,-0.20038569939223447,-0.005300564446057764,-0.20221286199619146,-0.005356220964569358,-0.007951782978414167,2.8991733251159445E-16,-0.004158153202732824,-0.01673526376573323,3.817708997695675,0.0032821801135643723,0.07715916927036989,0.0046486059117130255,-0.005874502223537523,-1.3343899267056645,0.17089866252762068,-0.22868472394859563,-4.184655162041747,-7.002074907574213E-14,-2.397344374891985E-15,-1.0636977666515208,0.1273401020774337,-0.46401043904505385,12.650383212126826,0.4848604269869491,1.2075118313054916,3.317410981792545,0.660176658654919,-0.11901755613419744,-1.5012891804081232,0.17270605975706632,0.10125432616476968,0.007695850114085591,-7.365621715781517E-5,-0.9286733186562681,-0.12176969802013202
ocean circulation,-3.707251524029244,0.5180349129388174,9.708390059346048,-2.52563888232264,-0.02280502102460381,-1.5612556583372335,123.95321609406551,5.783226789400312,-0.332093550231269,2.675164248655015,-0.3208339174787752,0.3373214365334046,-0.06782897361553605,-0.3417155673584845,-0.016991854014007487,-0.34550501015793744,-0.2426900985649443,-0.13835043879577857,2.062693438114318,-0.037980908075736494,7.418603619804516E-15,-0.7635986534219351,-0.015323387744122036,-7.342078398237574E-4,-0.05057382711633366,-0.016209292209256786,0.1639843937801515,0.006044973830030562,0.013015286027037604,-9.912356562952677E-4,0.27665352256832637,-0.009071165245959297,-7.42872179114635E-15,3.519781744711904E-15,0.026926393639983934,0.3285038728180262,-0.021069102627962844,0.003687840966207111,0.05816313155286397,-9.753055038494316E-4,-0.02449204700707295,0.02253876413695327,-0.09071302250037731,-0.02355834731655574,0.06725972722237324,-0.09707484997926444,0.36680259696754247,-0.006905734018591207,0.06401063229995249,0.40035045292032173
